nome,genero,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presença_comissao,ausencia_justificada_comissao,ausencia_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem,avatar
FLORDELIS DOS SANTOS DE SOUZA,F,05/02/1961,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,-771.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,-771.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/204447.jpgmaior.jpg
Geovânia de Sá,F,30/03/1972,91 dias,1 dias,0 dias,15 reuniões,0 reuniões,0 reuniões,291253.02,24548.31,31895.95,46155.4,48301.66,38575.18,41038.25,24556.46,10926.74,3937.68,21317.39,0.0,NaN,438655.58,1099857.22,24548.31,31895.95,46155.4,48301.66,38575.18,41038.25,24556.46,10926.74,3937.68,21317.39,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178966.jpg
JESSICA ROJAS SALES,F,28/11/1980,42 dias,45 dias,5 dias,0 reuniões,16 reuniões,2 reuniões,372828.96,36557.22,42553.73,47072.55,56770.07,58428.19,3133.62,11486.12,8024.13,2803.33,106000.0,0.0,NaN,490957.06000000006,1115845.95,36557.22,42553.73,47072.55,56770.07,58428.19,3133.62,11486.12,8024.13,2803.33,106000.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178839.jpg
JANDIRA FEGHALI,F,17/05/1957,91 dias,0 dias,1 dias,41 reuniões,0 reuniões,28 reuniões,301210.2,16677.6,41606.05,42043.96,41561.42,33766.08,35266.15,30544.63,18967.72,23146.67,16977.22,652.7,NaN,393359.67000000004,1091025.08,16677.6,41606.05,42043.96,41561.42,33766.08,35266.15,30544.63,18967.72,23146.67,16977.22,652.7,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74848.jpg
DIRLAINE JAQUELINE CASSOL,F,03/12/1974,81 dias,8 dias,3 dias,47 reuniões,8 reuniões,15 reuniões,296598.43,38881.19,35836.11,33841.17,57249.08,71115.17,20997.72,21444.7,11534.22,2240.92,2727.1,731.05,NaN,487580.82999999996,1101655.82,38881.19,35836.11,33841.17,57249.08,71115.17,20997.72,21444.7,11534.22,2240.92,2727.1,731.05,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/108338.jpg
JOENIA BATISTA DE CARVALHO,F,20/04/1973,83 dias,9 dias,0 dias,98 reuniões,12 reuniões,15 reuniões,401016.67,36130.43,59868.3,85352.21,48106.28,35824.32,43428.93,39248.21,28037.77,13048.23,11544.7,427.29,NaN,516621.27,928898.32,36130.43,59868.3,85352.21,48106.28,35824.32,43428.93,39248.21,28037.77,13048.23,11544.7,427.29,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204468.jpg
JOICE CRISTINA HASSELMANN,F,29/01/1978,87 dias,5 dias,0 dias,57 reuniões,3 reuniões,3 reuniões,298433.25,25636.1,21173.13,72944.98,50332.77,44859.38,25702.26,16939.86,18265.67,20609.35,1969.75,0.0,NaN,407478.83,1031958.41,25636.1,21173.13,72944.98,50332.77,44859.38,25702.26,16939.86,18265.67,20609.35,1969.75,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204546.jpg
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,F,01/05/1963,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,1 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/74856.jpgmaior.jpg
LIZIANE BAYER DA COSTA,F,24/01/1981,92 dias,0 dias,0 dias,54 reuniões,1 reuniões,18 reuniões,427954.39,24410.68,44680.51,52608.27,52869.92,60599.67,33727.59,34144.01,32890.25,31283.06,45549.34,15191.09,NaN,449634.9,1059539.96,24410.68,44680.51,52608.27,52869.92,60599.67,33727.59,34144.01,32890.25,31283.06,45549.34,15191.09,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204405.jpg
LEDA MARIA SADALA BRITO,F,11/06/1966,72 dias,18 dias,2 dias,24 reuniões,8 reuniões,15 reuniões,343673.35,32892.4,30026.99,54798.85,53049.21,51266.85,41748.71,31911.86,24292.55,15145.93,8540.0,0.0,NaN,477122.57999999996,1101943.16,32892.4,30026.99,54798.85,53049.21,51266.85,41748.71,31911.86,24292.55,15145.93,8540.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204375.jpg
LUIZA ERUNDINA DE SOUSA,F,30/11/1934,78 dias,10 dias,4 dias,37 reuniões,5 reuniões,17 reuniões,222414.14,17316.28,17369.22,13312.38,23549.05,49196.58,41316.33,41450.36,18601.72,126.15,0.0,176.07,NaN,421789.04000000004,984473.08,17316.28,17369.22,13312.38,23549.05,49196.58,41316.33,41450.36,18601.72,126.15,0.0,176.07,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74784.jpg
LAURIETE RODRIGUES DE JESUS,F,23/02/1970,89 dias,3 dias,0 dias,47 reuniões,2 reuniões,2 reuniões,269000.95,28596.39,36787.02,28706.65,38112.66,49288.05,30104.05,18543.11,15764.41,15009.24,7961.74,127.63,NaN,425929.58,1078709.33,28596.39,36787.02,28706.65,38112.66,49288.05,30104.05,18543.11,15764.41,15009.24,7961.74,127.63,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160534.jpg
LUIZIANNE DE OLIVEIRA LINS,F,18/11/1968,82 dias,7 dias,3 dias,5 reuniões,6 reuniões,10 reuniões,386874.07,43009.21,49188.28,62832.39,40398.85,50556.05,27655.84,25583.94,55987.18,8543.4,23118.93,0.0,NaN,466969.47,1116014.42,43009.21,49188.28,62832.39,40398.85,50556.05,27655.84,25583.94,55987.18,8543.4,23118.93,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178866.jpg
LEANDRE DAL PONTE,F,20/12/1975,80 dias,10 dias,2 dias,31 reuniões,4 reuniões,23 reuniões,359713.97,30663.14,49384.33,39707.22,42738.34,55109.67,32174.71,34082.73,28823.07,17999.54,28708.62,322.6,NaN,427590.45999999996,1099930.9,30663.14,49384.33,39707.22,42738.34,55109.67,32174.71,34082.73,28823.07,17999.54,28708.62,322.6,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178832.jpg
LÍDICE DA MATA E SOUZA,F,12/03/1956,89 dias,3 dias,0 dias,56 reuniões,4 reuniões,4 reuniões,309474.71,24968.53,36055.08,41685.69,36945.93,64741.89,25591.94,29647.64,17038.04,9156.67,23443.3,200.0,NaN,439978.58,1097526.02,24968.53,36055.08,41685.69,36945.93,64741.89,25591.94,29647.64,17038.04,9156.67,23443.3,200.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/139285.jpg
LUISA CANZIANI DOS SANTOS SILVEIRA,F,11/04/1996,82 dias,0 dias,10 dias,18 reuniões,0 reuniões,48 reuniões,285386.61,27680.49,45240.66,36807.66,34716.65,40742.27,35801.06,23760.78,18969.09,8973.68,12687.07,7.2,NaN,427941.07999999996,1065687.38,27680.49,45240.66,36807.66,34716.65,40742.27,35801.06,23760.78,18969.09,8973.68,12687.07,7.2,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204410.jpg
MAGDA MOFATTO HON,F,26/10/1948,77 dias,3 dias,12 dias,28 reuniões,6 reuniões,36 reuniões,247802.06,41429.43,31068.63,47136.54,47632.39,46414.73,19428.88,6001.17,8505.69,115.33,69.27,0.0,NaN,390577.66000000003,1079760.32,41429.43,31068.63,47136.54,47632.39,46414.73,19428.88,6001.17,8505.69,115.33,69.27,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/166402.jpg
FABIANA SILVA DE SOUZA,F,09/01/1980,76 dias,7 dias,9 dias,22 reuniões,4 reuniões,0 reuniões,245752.77,19669.14,45316.31,52715.53,30152.26,32781.41,27385.49,25479.97,6199.02,5005.38,1048.26,0.0,NaN,396764.08999999997,1113455.24,19669.14,45316.31,52715.53,30152.26,32781.41,27385.49,25479.97,6199.02,5005.38,1048.26,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204458.jpg
MARGARETE DE CASTRO COELHO,F,12/03/1961,81 dias,7 dias,4 dias,58 reuniões,5 reuniões,22 reuniões,337215.17,39855.5,50976.4,52735.6,50764.85,28872.48,40798.7,35963.33,15107.77,13877.11,8263.43,0.0,NaN,457872.91,1079379.91,39855.5,50976.4,52735.6,50764.85,28872.48,40798.7,35963.33,15107.77,13877.11,8263.43,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204430.jpg
CYLMARA FERNANDES DA ROCHA GRIPP,F,04/09/1973,77 dias,14 dias,1 dias,30 reuniões,6 reuniões,16 reuniões,424540.9,56886.05,57867.3,54199.26,62724.01,46657.4,33841.62,21007.85,23443.28,30345.94,37568.19,0.0,NaN,490957.06000000006,1108625.39,56886.05,57867.3,54199.26,62724.01,46657.4,33841.62,21007.85,23443.28,30345.94,37568.19,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204471.jpg
MARIA MARGARIDA MARTINS SALOMÃO,F,10/06/1950,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,1 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/171619.jpgmaior.jpg
MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,F,26/11/1986,53 dias,4 dias,4 dias,14 reuniões,4 reuniões,6 reuniões,199535.84,20869.22,24814.35,47199.17,40425.87,61996.18,1826.39,NaN,NaN,NaN,2133.82,270.84,NaN,307444.94,1087643.97,20869.22,24814.35,47199.17,40425.87,61996.18,1826.39,NaN,NaN,NaN,2133.82,270.84,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178956.jpg
MARIA DO ROSÁRIO NUNES,F,22/11/1966,77 dias,6 dias,9 dias,48 reuniões,12 reuniões,22 reuniões,383374.04,45949.2,43740.41,69986.28,49177.17,42746.98,41192.91,36138.61,26246.21,12312.33,14821.79,1062.15,NaN,449634.89999999997,1090821.34,45949.2,43740.41,69986.28,49177.17,42746.98,41192.91,36138.61,26246.21,12312.33,14821.79,1062.15,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74398.jpg
MARIA DO PARTO MENDES ROSAS,F,01/10/1965,62 dias,0 dias,0 dias,41 reuniões,0 reuniões,3 reuniões,187092.56,NaN,NaN,NaN,18825.99,31183.42,39925.5,29239.92,24673.76,26942.82,16101.15,200.0,NaN,280070.94,1099115.16,NaN,NaN,NaN,18825.99,31183.42,39925.5,29239.92,24673.76,26942.82,16101.15,200.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204540.jpg
MARINA SANTOS BATISTA DIAS,F,13/09/1980,90 dias,2 dias,0 dias,6 reuniões,1 reuniões,11 reuniões,356995.02,23811.47,41587.12,38764.57,41760.61,35827.39,43099.71,38934.07,25951.64,26865.0,39929.24,464.2,NaN,450689.47000000003,1114463.33,23811.47,41587.12,38764.57,41760.61,35827.39,43099.71,38934.07,25951.64,26865.0,39929.24,464.2,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204432.jpg
NATÁLIA BASTOS BONAVIDES,F,15/06/1988,86 dias,6 dias,0 dias,16 reuniões,4 reuniões,15 reuniões,327078.29,31946.09,31413.95,72688.49,54961.85,61905.75,41735.22,31051.52,-1331.43,2706.85,0.0,0.0,NaN,470051.89,1028961.46,31946.09,31413.95,72688.49,54961.85,61905.75,41735.22,31051.52,-1331.43,2706.85,0.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204453.jpg
NORMA AYUB ALVES,F,07/09/1959,77 dias,13 dias,2 dias,19 reuniões,8 reuniões,5 reuniões,273397.47,19354.87,22480.29,25213.93,34202.81,34648.47,33963.01,31584.22,23186.05,21711.62,24436.76,2615.44,NaN,411663.01,1086780.1,19354.87,22480.29,25213.93,34202.81,34648.47,33963.01,31584.22,23186.05,21711.62,24436.76,2615.44,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/66179.jpg
NORMA PETERMANN PEREIRA,F,24/02/1957,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/216198.jpgmaior.jpg
PATRICIA LIMA FERRAZ,F,09/01/1980,10 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,44483.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7370.23,37113.09,0.0,NaN,101207.82,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7370.23,37113.09,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/205535.jpg
PAULA MORENO PARO BELMONTE,F,23/06/1973,87 dias,2 dias,3 dias,62 reuniões,6 reuniões,27 reuniões,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaNNaN,1035760.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204377.jpg
KATIA DA SILVA SASTRE,F,04/04/1976,91 dias,0 dias,1 dias,38 reuniões,0 reuniões,18 reuniões,355864.36,34893.09,34694.24,64166.28,35385.2,36339.7,38923.8,34961.86,43018.05,29335.74,4107.45,38.95,NaN,417130.52,1056090.36,34893.09,34694.24,64166.28,35385.2,36339.7,38923.8,34961.86,43018.05,29335.74,4107.45,38.95,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204529.jpg
MARIA PERPÉTUA DE ALMEIDA,F,28/12/1964,86 dias,4 dias,2 dias,56 reuniões,8 reuniões,27 reuniões,385876.64,40876.75,38531.07,65864.03,66620.97,53571.92,37080.29,43254.26,14245.86,16468.44,9132.17,230.88,NaN,491087.99,1103492.51,40876.75,38531.07,65864.03,66620.97,53571.92,37080.29,43254.26,14245.86,16468.44,9132.17,230.88,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/73943.jpg
DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,F,30/01/1986,67 dias,17 dias,8 dias,24 reuniões,13 reuniões,16 reuniões,219570.79,24757.35,14536.29,33354.13,32630.75,38636.18,25835.19,21096.42,20196.27,4322.45,4205.76,0.0,NaN,437761.35,1091268.51,24757.35,14536.29,33354.13,32630.75,38636.18,25835.19,21096.42,20196.27,4322.45,4205.76,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204565.jpg
RACHEL XIMENES MARQUES,F,05/11/1961,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/215361.jpgmaior.jpg
MARIA AUXILIADORA SEABRA REZENDE,F,01/10/1964,71 dias,0 dias,3 dias,69 reuniões,3 reuniões,41 reuniões,244204.17,20187.34,51058.21,42305.79,52041.49,47722.61,22610.88,8277.85,NaN,NaN,NaN,0.0,NaN,287282.93,1033855.08,20187.34,51058.21,42305.79,52041.49,47722.61,22610.88,8277.85,NaN,NaN,NaN,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160639.jpg
MARCIVANIA DO SOCORRO DA ROCHA FLEXA,F,21/06/1973,91 dias,0 dias,1 dias,34 reuniões,0 reuniões,6 reuniões,365049.8,73518.31,24414.79,47486.37,49562.35,28947.17,39390.78,27825.99,17636.42,7286.62,43181.0,5800.0,NaN,477209.87,1113310.62,73518.31,24414.79,47486.37,49562.35,28947.17,39390.78,27825.99,17636.42,7286.62,43181.0,5800.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160641.jpg
REJANE RIBEIRO SOUSA DIAS,F,04/09/1972,90 dias,0 dias,2 dias,65 reuniões,0 reuniões,32 reuniões,238951.27,16913.54,23065.31,34072.61,41316.06,35393.2,27658.11,30276.4,10634.6,10120.33,9141.1,360.01,NaN,455921.22,1022389.38,16913.54,23065.31,34072.61,41316.06,35393.2,27658.11,30276.4,10634.6,10120.33,9141.1,360.01,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178925.jpg
ROSA NEIDE SANDES DE ALMEIDA,F,08/08/1963,88 dias,3 dias,1 dias,40 reuniões,4 reuniões,5 reuniões,345633.41,34234.38,47655.5,65702.41,36747.44,42534.13,32039.17,23335.58,18867.29,10156.97,15160.54,19200.0,NaN,433708.32999999996,1099986.55,34234.38,47655.5,65702.41,36747.44,42534.13,32039.17,23335.58,18867.29,10156.97,15160.54,19200.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204467.jpg
ADRIANA MIGUEL VENTURA,F,06/03/1969,92 dias,0 dias,0 dias,75 reuniões,0 reuniões,2 reuniões,31565.42,91.69,11201.41,6.17,12078.93,2012.14,3326.52,2525.67,-16.36,0.51,338.74,0.0,NaN,407478.82999999996,458319.07,91.69,11201.41,6.17,12078.93,2012.14,3326.52,2525.67,-16.36,0.51,338.74,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204528.jpg
ALINE PARANHOS VARONIL GURGEL,F,25/11/1980,78 dias,11 dias,3 dias,16 reuniões,7 reuniões,27 reuniões,424332.48,42916.79,55902.66,41953.93,40253.23,74755.05,10460.16,40552.36,44238.07,50000.23,23300.0,0.0,NaN,482312.14,1109475.15,42916.79,55902.66,41953.93,40253.23,74755.05,10460.16,40552.36,44238.07,50000.23,23300.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204353.jpg
ALINE SLEUTJES,F,26/07/1979,81 dias,11 dias,0 dias,25 reuniões,7 reuniões,5 reuniões,260137.48,17590.89,37246.93,44589.79,28504.61,62024.69,25909.67,20829.47,10742.51,4466.72,8102.19,130.01,NaN,432100.58999999997,1047581.56,17590.89,37246.93,44589.79,28504.61,62024.69,25909.67,20829.47,10742.51,4466.72,8102.19,130.01,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204400.jpg
ALESSANDRA SILVA RIBEIRO,F,04/07/1974,82 dias,6 dias,4 dias,54 reuniões,10 reuniões,10 reuniões,256412.0,21847.22,26068.76,54557.47,38257.92,39369.73,21249.25,15093.79,19228.94,15225.62,5513.3,0.0,NaN,399532.6,757373.84,21847.22,26068.76,54557.47,38257.92,39369.73,21249.25,15093.79,19228.94,15225.62,5513.3,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204545.jpg
ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA,F,17/07/1970,12 dias,0 dias,6 dias,0 reuniões,0 reuniões,0 reuniões,88186.05,NaN,NaN,NaN,NaN,NaN,NaN,10196.26,16452.3,12804.73,48732.76,0.0,NaN,203005.71000000002,0.0,NaN,NaN,NaN,NaN,NaN,NaN,10196.26,16452.3,12804.73,48732.76,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/123756.jpg
ÁUREA CAROLINA DE FREITAS E SILVA,F,20/11/1983,75 dias,17 dias,0 dias,22 reuniões,4 reuniões,5 reuniões,292921.47,15048.1,17211.99,32300.99,50919.99,47628.8,36660.42,25545.07,22852.05,27143.68,17610.38,0.0,NaN,397019.11,1106538.1,15048.1,17211.99,32300.99,50919.99,47628.8,36660.42,25545.07,22852.05,27143.68,17610.38,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204509.jpg
ANGELA REGINA HEINZEN AMIN HELOU,F,20/12/1953,88 dias,4 dias,0 dias,61 reuniões,1 reuniões,0 reuniões,331056.32,32420.59,44149.4,54673.99,50177.8,45917.82,36925.47,34965.84,19369.26,7069.38,5386.77,0.0,NaN,447995.92000000004,1087642.74,32420.59,44149.4,54673.99,50177.8,45917.82,36925.47,34965.84,19369.26,7069.38,5386.77,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/73696.jpg
ALICE MAZZUCO PORTUGAL,F,16/05/1959,91 dias,0 dias,1 dias,70 reuniões,0 reuniões,28 reuniões,379369.73,64843.86,35974.1,45630.28,30967.04,44643.22,33926.95,26133.78,37427.88,27482.05,32292.34,48.23,NaN,437805.04,1103738.12,64843.86,35974.1,45630.28,30967.04,44643.22,33926.95,26133.78,37427.88,27482.05,32292.34,48.23,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74057.jpg
BENEDITA SOUZA DA SILVA SAMPAIO,F,26/04/1942,45 dias,46 dias,1 dias,22 reuniões,17 reuniões,16 reuniões,278234.98,27548.63,36708.62,32332.8,38159.47,42904.22,28769.87,17965.43,15365.95,9555.15,28558.54,366.3,NaN,393359.67,1114575.79,27548.63,36708.62,32332.8,38159.47,42904.22,28769.87,17965.43,15365.95,9555.15,28558.54,366.3,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/73701.jpg
BRUNA DIAS FURLAN VICENTE,F,28/04/1983,39 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,75896.65,12812.15,15234.17,17325.26,17939.4,NaN,NaN,NaN,283.61,5769.8,6302.2,230.06,NaN,261176.8,986727.25,12812.15,15234.17,17325.26,17939.4,NaN,NaN,NaN,283.61,5769.8,6302.2,230.06,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160589.jpg
BEATRIZ ROSALIA RIBEIRO CAVASSA DE OLIVEIRA,F,14/01/1969,24 dias,0 dias,0 dias,6 reuniões,0 reuniões,1 reuniões,118346.87,27932.52,54694.77,35719.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120364.33,326213.65,27932.52,54694.77,35719.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/207176.jpgmaior.jpg
BEATRIZ KICIS TORRENTS DE SORDI,F,19/09/1961,89 dias,3 dias,0 dias,56 reuniões,3 reuniões,4 reuniões,209914.09,25190.49,25724.28,26105.29,27799.7,29874.33,15473.15,16116.39,14243.78,13146.49,15768.83,471.36,NaN,352704.69,1114049.3,25190.49,25724.28,26105.29,27799.7,29874.33,15473.15,16116.39,14243.78,13146.49,15768.83,471.36,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204374.jpg
CARLA ZAMBELLI SALGADO DE OLIVEIRA,F,03/07/1980,79 dias,8 dias,5 dias,10 reuniões,4 reuniões,13 reuniões,247700.92,35310.53,29972.46,28196.83,21729.23,51011.16,22816.95,21987.75,14571.57,14918.4,6376.92,809.12,NaN,411059.29000000004,1095690.52,35310.53,29972.46,28196.83,21729.23,51011.16,22816.95,21987.75,14571.57,14918.4,6376.92,809.12,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204507.jpg
CARMEN EMÍLIA BONFÁ ZANOTTO,F,06/10/1962,92 dias,0 dias,0 dias,62 reuniões,0 reuniões,15 reuniões,231024.12,15385.24,28801.18,31514.98,30373.86,35066.26,31040.14,26674.03,14544.84,11565.37,6058.22,0.0,NaN,438655.57999999996,981103.21,15385.24,28801.18,31514.98,30373.86,35066.26,31040.14,26674.03,14544.84,11565.37,6058.22,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/164360.jpg
CELINA LEAO HIZIM FERREIRA,F,02/03/1977,71 dias,2 dias,19 dias,18 reuniões,1 reuniões,23 reuniões,101582.4,1190.04,11101.64,13853.72,18215.77,17835.36,15949.33,14392.13,6642.14,2402.27,0.0,0.0,NaN,345858.69999999995,1102763.97,1190.04,11101.64,13853.72,18215.77,17835.36,15949.33,14392.13,6642.14,2402.27,0.0,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204380.jpg
CAROLINE RODRIGUES DE TONI,F,01/09/1986,91 dias,0 dias,1 dias,45 reuniões,1 reuniões,11 reuniões,103640.66,1577.63,9002.78,14101.09,11285.98,24174.38,15473.46,14468.42,7103.83,3096.89,2233.46,1122.74,NaN,441071.72,910528.01,1577.63,9002.78,14101.09,11285.98,24174.38,15473.46,14468.42,7103.83,3096.89,2233.46,1122.74,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204369.jpg
HILKEA CARLA DE SOUZA MEDEIROS LIMA,F,02/07/1976,91 dias,0 dias,1 dias,62 reuniões,0 reuniões,5 reuniões,282219.33,24586.19,44761.07,52267.87,31382.92,38231.83,32701.13,15878.04,19847.11,8928.74,13322.67,311.76,NaN,479974.11,1112342.45,24586.19,44761.07,52267.87,31382.92,38231.83,32701.13,15878.04,19847.11,8928.74,13322.67,311.76,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/213762.jpg
CHRISTIANE DE SOUZA YARED,F,23/02/1960,83 dias,9 dias,0 dias,27 reuniões,6 reuniões,5 reuniões,307868.87,23957.3,44324.43,35762.57,54189.41,41149.82,32246.76,23122.06,18987.0,15007.97,19121.55,0.0,NaN,427590.45999999996,1091077.27,23957.3,44324.43,35762.57,54189.41,41149.82,32246.76,23122.06,18987.0,15007.97,19121.55,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178928.jpg
